Cultivar,Region,Region County,Lat,Long,Year,Sow Month,Ripe Time,Yield
Ambrosia,Rudston,EYorks,54.0895,-0.3231,2006,1/10,,11.36
Ambrosia,Dunmow,Essex,51.8729,0.3578,2006,1/10,,12.47
Ambrosia,Eyton upon the Weald Moors,Shropshire,52.73,-2.5191,2004,1/10,301.0,12.99
Ambrosia,Frisby on the Wreake,Leicestershire,52.7525,-0.9713,2004,1/10,302.0,9.3
Ambrosia,Quham,Norfk,52.4453,0.984,2007,1/10,,8.92
Ambrosia,Quidenham,Norfolk,52.4453,0.984,2005,1/10,,10.35
Ambrosia,Newchurch,Kent,51.0452,0.9316,2005,1/10,,12.6
Ambrosia,High Mowthorpe,North Yorkshire,54.1075,-0.6435,2005,1/10,,11.31
Ambrosia,Little Saxham,Suffolk,52.2421,0.6353,2004,1/10,,11.02
Ambrosia,Lymm,Ches,53.3817,-2.48,2007,1/10,,7.63
Ambrosia,Headley Hall,North Yorkshire,53.8689,-1.32557,2005,1/10,295.0,8.77
Ambrosia,Whitsome,Scottish Borders,55.7484,-2.217,2004,1/10,,11.65
Ambrosia,Bowsdn,Nrthum,55.6729,-2.0135,2007,1/10,322.0,8.6
Ambrosia,Wimborne St Giles,Dorset,50.9071,-1.9552,2004,1/10,,10.04
Ambrosia,Bowsden,Northumberland,55.6729,-2.0135,2005,1/10,330.0,10.12
Ambrosia,Lawrencekirk,Aberdeenshire,56.8313,-2.4725,2005,1/10,,10.76
Ambrosia,Humbie,East Lothian,55.8551,-2.8648,2005,1/10,335.0,12.69
Ambrosia,Rhynd,Perth & Kinross,56.3653,-3.3657,2005,1/10,332.0,11.14
Ambrosia,InceBld,Mersey,53.5239,-3.0258,2006,1/10,,11.87
Ambrosia,Ince Blundell,Merseyside,53.5239,-3.0258,2005,1/10,,8.5
Ambrosia,Laurnkrk,Aberdn,56.8313,-2.4725,2007,1/10,330.0,8.46
Ambrosia,Wolferton,Norfolk,52.8279,0.456,2005,1/10,301.0,10.52
Ambrosia,Rhynd,Prth&K,56.3653,-3.3657,2006,1/10,317.33,11.35
Ambrosia,Swindon,Wilts.,51.5558,-1.7797,2004,1/10,311.0,13.06
Ambrosia,Laurnkrk,Aberdn,56.8313,-2.4725,2006,1/10,324.67,11.11
Ambrosia,Laurencekirk,Aberdeenshire,56.8313,-2.4725,2004,1/10,338.0,8.99
Ambrosia,West Charleton,Devon,50.2697,-3.7556,2005,1/10,306.0,10.17
Ambrosia,Hythe,Kent,51.0717,1.0819,2006,1/10,303.33,10.35
Ambrosia,Hythe,Kent,51.0717,1.0819,2007,1/10,301.0,9.8
Ambrosia,Morley,Nofk,52.5547,1.0396,2006,1/10,288.0,10.13
Ambrosia,Wolferton,Norfolk,52.8279,0.456,2004,1/10,302.0,11.16
Ambrosia,Morley St Botolph,Norfolk,52.5547,1.0396,2004,1/10,,12.52
Ambrosia,BuryStE,Sufflk,52.2429,0.7105,2006,1/10,,11.51
Ambrosia,WCharlt,Devon,50.2697,-3.7556,2006,1/10,303.0,10.13
Ambrosia,Elgin,Moray,57.6495,-3.3185,2005,1/10,317.0,9.73
Ambrosia,Beausale,Warwick,52.3342,-1.6477,2007,1/10,,9.05
Ambrosia,Redwrth,Darltn,54.6054,-1.6293,2007,1/10,,10.27
Ambrosia,Todngton,Gloucs,51.9485,-0.5324,2006,1/10,,11.31
Ambrosia,Cranwell,Lincs,53.036,-0.4677,2007,1/10,,8.43
Ambrosia,Elgin,Moray,57.6495,-3.3185,2006,1/10,326.0,11.07
Ambrosia,Bramham,West Yorkshire,53.8785,-1.3504,2004,1/10,326.0,9.22
Ambrosia,DownP,Down,54.3288,-5.7157,2007,1/10,,7.48
Ambrosia,Bowsden,Northumberland,55.6729,-2.0135,2004,1/10,327.0,11.1
Ambrosia,UpSomb,Hants,51.0884,-1.4321,2007,1/10,311.0,10.71
Ambrosia,Gedding,Sufflk,52.1854,0.8525,2007,1/10,,7.43
Ambrosia,UpSomb,Hants,51.0884,-1.4321,2006,1/10,,12.09
Ambrosia,Barnston,Essex,51.8533,0.3865,2007,1/10,,10.49
Ambrosia,Up Somborne,Hampshire,51.0884,-1.4321,2005,1/10,,11.24
Ambrosia,Up Somborne,Hampshire,51.0884,-1.4321,2004,1/10,,10.29
Ambrosia,Humbie,East Lothian,55.8551,-2.8648,2004,1/10,330.0,9.79
Ambrosia,Barnston,Essex,51.8533,0.3865,2005,1/10,282.0,13.83
Ambrosia,Barnston,Essex,51.8533,0.3865,2004,1/10,321.0,9.34
Ambrosia,Lockbie,Dumfrs,55.1222,-3.349,2006,1/10,311.0,9.31
Ambrosia,Framlingham,Suffolk,52.2221,1.3421,2004,1/10,,10.07
Ambrosia,Limavady,Lderry,55.0455,-6.9337,2006,1/10,320.33,11.23
Ambrosia,Histon,Cambridgeshire,52.2513,0.1185,2005,1/10,288.0,11.01
Ambrosia,Framling,Sufflk,52.2221,1.3421,2007,1/10,,9.37
Ambrosia,Barthorpe,North Yorkshire,54.0264,-0.8172,2005,1/10,319.0,10.56
Ambrosia,Coniston,E Riding of Yorkshire,54.3432,-3.0716,2004,1/10,311.0,11.78
Ambrosia,Didbrook,Gloucestershire,51.982,-1.9244,2005,1/10,296.0,9.17
Ambrosia,Coates,Gloucestershire,51.7058,-2.0325,2004,1/10,304.0,12.17
Ambrosia,Humbie,ELoth,55.8551,-2.8648,2006,1/10,317.0,12.31
Ambrosia,Humbie,ELoth,55.8551,-2.8648,2007,1/10,335.0,8.21
Ambrosia,Limavad,Lderry,55.0455,-6.9337,2007,1/10,,10.4
Ambrosia,Duggleby,North Yorkshire,54.0928,-0.6573,2004,1/10,,8.79
Ambrosia,Telford,Shrops,52.6784,-2.4453,2006,1/10,304.0,11.18
Ambrosia,Hemingby,Lincolnshire,53.2535,-0.1494,2004,1/10,,9.32
Ambrosia,Didbrook,Gloucs,51.982,-1.9244,2007,1/10,,9.57
Ambrosia,Wye,Kent,51.1819,0.9379,2004,1/10,,12.35
Ambrosia,Ulceby,NLincs,53.618,-0.3306,2007,1/10,286.0,8.49
Ambrosia,Framlingham,Suffolk,52.2221,1.3421,2005,1/10,283.0,11.07
Ambrosia,Telford,Shrops,52.6784,-2.4453,2007,1/10,,9.91
Ambrosia,C'thorpe,Lincs,53.0216,-0.6046,2006,1/10,257.33,8.05
Ambrosia,Frisby,Leics,52.7525,-0.9713,2007,1/10,,8.55
Ambrosia,Girton,Cambridgeshire,52.241,0.0814,2004,1/10,,7.6
Ambrosia,Crambe,Nyorks,54.0746,-0.8814,2006,1/10,302.0,10.14
Ambrosia,Kingsbridge,Devon,50.2839,-3.7775,2004,1/10,,11.73
Ambrosia,Crambe,Nyorks,54.0746,-0.8814,2007,1/10,311.0,9.41
Ambrosia,Stowmarket,Suffolk,52.1889,0.9977,2005,1/10,,9.11
Ambrosia,Histon,Cambs,52.2513,0.1185,2007,1/10,295.0,9.82
Ambrosia,Waterbeach,Cambridgeshire,52.2656,0.191,2005,1/10,290.0,9.49
Ambrosia,Framling,Sufflk,52.2221,1.3421,2006,1/10,301.0,12.84
Ambrosia,Attlebro,Norfk,52.5181,1.0155,2006,1/10,,7.82
Ambrosia,Caythorpe,Lincolnshire,53.0216,-0.6046,2004,1/10,288.0,8.44
Ambrosia,Histon,Cambs,52.2513,0.1185,2006,1/10,289.0,9.84
Ambrosia,Ragnall,Nottinghamshire,53.2556,-0.7963,2005,1/10,310.0,10.0
Ambrosia,Caythorpe,Lincolnshire,53.0216,-0.6046,2005,1/10,270.0,9.31
Ambrosia,Spalding,Lincs,52.7901,-0.1537,2006,1/10,295.0,11.66
Ambrosia,Ccreevy,Down,53.79448,-6.076,2007,1/10,315.0,9.81
Ambrosia,Ragnal,Nottinghamshire,53.2556,-0.7963,2004,1/10,,10.66
Ambrosia,Hull,Eyorks,53.7676,-0.3274,2007,1/10,297.0,8.6
Ambrosia,Winterbourne Whitechurch,Dorset,50.8007,-2.2317,2005,1/10,,10.36
Ambrosia,Pottn,Aberdn,57.232,-2.0912,2007,1/10,354.0,8.53
Ambrosia,Ragnall,Notts,53.2556,-0.7963,2006,1/10,301.0,10.21
Ambrosia,Wolfertn,Norfk,52.8279,0.456,2007,1/10,302.0,8.51
Ambrosia,Spalding,Lincs,52.7901,-0.1537,2007,1/10,294.0,9.4
Ambrosia,Spalding,Lincolnshire,52.7901,-0.1537,2005,1/10,,12.1
Ambrosia,Spalding,Lincolnshire,52.7901,-0.1537,2004,1/10,,11.78
Ambrosia,TRawstn,Dorset,50.8575,-2.0897,2006,1/10,277.0,10.49
Ambrosia,Little Staughton,Bedfordshire,52.2504,-0.3821,2005,1/10,,9.6
Ambrosia,TRawstn,Dorset,50.8575,-2.0897,2007,1/10,,7.96
Ambrosia,Little Staughton,Bedfordshire,52.2504,-0.3821,2004,1/10,,9.16
Ambrosia,Lockerbie,Dumfries and Galloway,55.1222,-3.349,2005,1/10,308.0,10.06
Ambrosia,LStaugh,Beds,52.2504,-0.3821,2006,1/10,,13.04
Ambrosia,Lockerbie,Dumfries and Galloway,55.1222,-3.349,2004,1/10,327.0,10.78
Amplify,Cawood,North Yorkshire,53.8333,-1.1316,2015,3/10,315.0,17.56
Amplify,Mendlesham,Sufflk,52.2492,1.0798,2015,30/9,,11.92
Amplify,Frisby,Leics,52.7525,-0.9713,2015,1/10,306.0,14.53
Amplify,GSturton,Lincs,53.3139,-0.6666,2015,22/10,,11.28
Amplify,WCharlt,Devon,50.2697,-3.7556,2015,20/10,,10.97
Amplify,Morley,Norfk,52.5547,1.0396,2015,2/10,304.0,12.28
Amplify,Bedfield,Sufflk,52.2532,1.2502,2015,27/9,309.0,13.52
Amplify,Alkerton,Oxon,52.0834,-1.4545,2015,22/10,312.0,12.04
Amplify,Barnston,Essex,51.8533,0.3865,2015,10/10,287.0,11.22
Amplify,Limavad,Lderry,55.0455,-6.9337,2015,14/10,334.0,12.54
Amplify,Spalding,Lincs,52.7901,-0.1537,2015,3/10,,9.76
Amplify,Itchen Stoke,Hants,51.0881,-1.2018,2015,2/10,,11.15
Amplify,Luthermr,Aberdn,56.8063,-2.5565,2015,1/10,338.0,8.85
Amplify,Humbie,Eloth,55.8551,-2.8648,2015,26/9,351.0,15.27
Amplify,Elmswell,Sufflk,52.237,0.9125,2015,3/10,,9.5
Amplify,Croft,Teesside,54.4835,-1.5551,2015,25/9,332.0,14.28
Amplify,Elie,Fife,52.3995,-0.2624,2015,13/10,,12.02
Amplify,Ickleton,Cambs,52.0707,0.1743,2015,8/10,301.0,10.71
Amplify,Broughtn,Hants,53.1635,-2.9972,2015,22/10,,12.12
Amplify,Auchnagatt,Aberdn,57.466,-2.117,2015,24/9,362.0,9.4
Amplify,Hlegh,Ches,53.3537,-2.4508,2015,2/10,319.0,11.85
Amplify,StBosw,ScBord,55.5708,-2.6475,2015,25/9,339.0,13.1
Amplify,Wye,Kent,51.1819,0.9379,2015,28/10,278.0,10.45
Amplify,Welbourn,Lincs,53.0754,-0.5588,2015,24/9,321.0,9.15
Amplify,Wolfertn,Norfk,52.8279,0.456,2015,2/10,,13.35
Amplify,Ulceby,NLincs,53.618,-0.3306,2015,3/10,325.0,10.95
Amplify,Balgonie,Fife,56.1843,-3.1244,2015,27/9,344.0,10.85
Amplify,Barthorpe,NYorks,54.0264,-0.8172,2015,27/9,,13.24
Amplify,Elmswell,East Yorks ,54.0175,-0.4814,2015,29/9,333.0,14.55
Amplify,Hailes,Gloucs,51.9746,-1.9336,2015,1/10,,10.46
Arran,WIM SG,DORSET,50.9071,-1.9552,2002,1/10,292.0,11.14
Arran,WARM'R,WILTS,51.2046,-2.1811,2002,1/10,310.0,9.28
Arran,CROFT,N YRKS,54.4835,-1.5551,2002,1/10,320.0,12.15
Arran,Malton,N Yorks.,54.1368,-0.7979,2003,1/10,,11.6
Arran,Limavady,LDERRY,55.0455,-6.9337,2002,1/10,314.0,10.49
Arran,Croft on Tees,N Yorks.,54.4835,-1.5551,2003,1/10,316.3,12.98
Arran,COUPAR,P KINR,56.5479,-3.2655,2002,1/10,327.0,8.2
Arran,Aberdeen,Aber.,57.1497,-2.0943,2003,1/10,326.0,9.21
Arran,Limavady,Londonderry,55.0455,-6.9337,2003,1/10,314.0,9.8
Arran,Sleaford,Lincs.,53.0003,-0.4096,2003,1/10,,7.43
Arran,MORP'H,NORTHD,55.1687,-1.6875,2002,1/10,,9.47
Arran,ANNAN,DUMF,54.9902,-3.2598,2002,1/10,318.0,9.39
Arran,Wymondham,Norf.,52.5694,1.1153,2003,1/10,295.0,9.97
Arran,Telford,Shrops.,52.6784,-2.4453,2003,1/10,,10.67
Arran,DUNMOW,ESSEX,51.8729,0.3578,2002,1/10,,9.9
Arran,Kingston,Devon,50.3078,-3.927,2003,1/10,305.0,8.1
Arran,T'FORD,SHROPS,52.6784,-2.4453,2002,1/10,314.0,13.94
Arran,WYMOND,NORF,52.5694,1.1153,2002,1/10,310.0,9.96
Arran,KETT'G,NHANTS,52.3963,-0.7302,2002,1/10,310.0,12.53
Arran,Horncastle,LINCS,53.2073,-0.1124,2002,1/10,,9.16
Arran,FAKEN,NORF,52.8313,0.8493,2002,1/10,290.0,7.89
Arran,Kettering,Northants.,52.3963,-0.7302,2003,1/10,290.7,
Arran,Horncastle,Lincs.,53.2073,-0.1124,2003,1/10,,7.28
Arran,Ormskirk,Lancs.,53.5689,-2.8851,2003,1/10,,9.9
Arran,ME MOW,LEICS,52.7664,-0.8871,2002,1/10,,10.68
Arran,Wimbourne St Giles,Dorset,50.9071,-1.9552,2003,1/10,,9.69
Arran,Morpeth,Northumb.,55.1687,-1.6875,2003,1/10,,8.86
Arran,Canterbury,Kent,51.2802,1.0789,2003,1/10,310.0,11.59
Arran,Fakenham,Norf.,52.8313,0.8493,2003,1/10,284.0,9.04
Arran,Hull,ER Yorks.,53.7676,-0.3274,2003,1/10,,9.09
Arran,SLEAF,LINCS,53.0003,-0.4096,2002,1/10,296.0,10.65
Arran,OTLEY,SUFF,52.1513,1.2202,2002,1/10,301.0,7.36
Arran,Keysoe,Beds.,52.2517,-0.4249,2003,1/10,225.0,8.53
Arran,Melton Mowbray,Leics,52.7664,-0.8871,2003,1/10,279.7,11.77
Arran,Winchester,Hants.,51.0598,-1.3101,2003,1/10,300.0,10.79
Arran,ASHF'D,KENT,51.1465,0.875,2002,1/10,310.0,10.57
Arran,WINC'R,HANTS,51.0598,-1.3101,2002,1/10,309.0,9.17
Arran,LACEBY,LINCS,53.5419,-0.1692,2002,1/10,,10.05
Arran,K'STON,DEVON,50.3078,-3.927,2002,1/10,,10.3
Arran,Warwick,Warks.,52.2823,-1.5849,2003,1/10,,9.05
Arran,Waterbeach,Cambridgeshire,52.2656,0.191,2002,1/10,,11.42
Arran,Waterbeach,Cambs.,52.2656,0.191,2003,1/10,281.3,8.59
Arran,King's Lynn,Norf.,52.7517,0.4023,2003,1/10,,10.47
Arran,K LYNN,NORF,52.7517,0.4023,2002,1/10,296.0,8.0
Arran,SPALD,LINCS,52.7901,-0.1537,2002,1/10,287.0,12.72
Arran,Spalding,Lincs.,52.7901,-0.1537,2003,1/10,280.0,12.16
Arran,Worksop,Notts.,53.3093,-1.1227,2003,1/10,310.0,10.54
Arran,WK'SOP,NOTTS,53.3093,-1.1227,2002,1/10,301.0,7.57
Arran,Elgin,Moray,57.6495,-3.3185,2003,1/10,320.0,9.07
Arran,CIRENC,GLOS,51.7185,-1.9682,2002,1/10,,9.52
Arran,Cambridge,Cambs.,52.2053,0.1218,2003,1/10,,10.68
Arran,Framlingham,Suffolk,52.2221,1.3421,2003,1/10,,10.64
Arran,OLD'M,ABER,57.33492,-2.3199,2002,1/10,348.0,9.25
Arran,Swindon,Wilts.,51.5558,-1.7797,2003,1/10,,10.91
Arran,Haddington,East Lothian,55.9587,-2.7749,2003,1/10,310.3,7.05
Arran,Lockerbie,Dumf/Gal.,55.1222,-3.349,2003,1/10,319.0,9.24
Arran,TADC'R,N YRKS,53.8836,-1.2609,2002,1/10,307.0,10.81
Arran,Cirencester,Glos.,51.7185,-1.9682,2003,1/10,,10.19
Arran,Tadcaster,N Yorks.,53.8836,-1.2609,2003,1/10,307.7,11.96
Arran,COLDSM,BORD,55.6513,-2.2534,2002,1/10,321.0,11.49
Arran,Duns,Sc. Bord.,55.7778,-2.3435,2003,1/10,323.7,10.85
Arran,EDINB,LOTH'N,55.9533,-3.1883,2002,1/10,331.0,9.81
Asagai,Frisby on the Wreake,Leicestershire,52.7525,-0.9713,2005,1/10,302.0,11.9
Asagai,Humbie,East Lothian,55.8551,-2.8648,2005,1/10,337.0,12.96
Asagai,Caythorpe,Lincolnshire,53.0216,-0.6046,2005,1/10,270.0,9.12
Asagai,Spalding,Lincolnshire,52.7901,-0.1537,2005,1/10,,12.15
Asagai,Ragnall,Nottinghamshire,53.2556,-0.7963,2005,1/10,315.0,9.97
Asagai,Bowsden,Northumberland,55.6729,-2.0135,2005,1/10,329.0,10.32
Asagai,Whitsome,Scottish Borders,55.7484,-2.217,2005,1/10,326.0,10.66
Asagai,Histon,Cambridgeshire,52.2513,0.1185,2005,1/10,289.0,10.65
Asagai,Newchurch,Kent,51.0452,0.9316,2005,1/10,,11.62
Asagai,Rhynd,Perth & Kinross,56.3653,-3.3657,2005,1/10,336.0,10.97
Asagai,Elgin,Moray,57.6495,-3.3185,2005,1/10,317.0,10.8
Asagai,Waterbeach,Cambridgeshire,52.2656,0.191,2005,1/10,294.0,9.19
Asagai,Framlingham,Suffolk,52.2221,1.3421,2005,1/10,283.0,11.3
Asagai,Up Somborne,Hampshire,51.0884,-1.4321,2005,1/10,,11.35
Asagai,Baumber,Lincolnshire,53.2523,-0.1713,2005,1/10,,8.98
Asagai,Lawrencekirk,Aberdeenshire,56.8313,-2.4725,2005,1/10,,10.85
Asagai,Didbrook,Gloucestershire,51.982,-1.9244,2005,1/10,298.0,9.94
Asagai,Winterbourne Whitechurch,Dorset,50.8007,-2.2317,2005,1/10,,10.73
Asagai,Barthorpe,North Yorkshire,54.0264,-0.8172,2005,1/10,319.0,10.95
Asagai,Stowmarket,Suffolk,52.1889,0.9977,2005,1/10,,8.91
Asagai,Telford,Shropshire,52.6784,-2.4453,2005,1/10,313.0,9.96
Asagai,West Charleton,Devon,50.2697,-3.7556,2005,1/10,308.0,10.68
Asagai,Quidenham,Norfolk,52.4453,0.984,2005,1/10,,10.79
Asagai,Lockerbie,Dumfries and Galloway,55.1222,-3.349,2005,1/10,308.0,9.38
Asagai,Wolferton,Norfolk,52.8279,0.456,2005,1/10,302.0,10.27
Asagai,High Mowthorpe,North Yorkshire,54.1075,-0.6435,2005,1/10,,11.01
Asagai,Little Staughton,Bedfordshire,52.2504,-0.3821,2005,1/10,,8.86
Asagai,Headley Hall,North Yorkshire,53.8689,-1.32557,2005,1/10,294.0,8.55
Asagai,Barnston,Essex,51.8533,0.3865,2005,1/10,283.0,13.07
Asagai,Ince Blundell,Merseyside,53.5239,-3.0258,2005,1/10,,9.06
Atlanta,Swindon,Wilts.,51.5558,-1.7797,2004,1/10,311.0,13.94
Atlanta,Coates,Gloucestershire,51.7058,-2.0325,2004,1/10,301.0,11.76
Atlanta,Quidenham,Norfolk,52.4453,0.984,2004,1/10,307.0,11.47
Atlanta,Wimborne St Giles,Dorset,50.9071,-1.9552,2004,1/10,,8.89
Atlanta,Elgin,Moray,57.6495,-3.3185,2004,1/10,,9.87
Atlanta,Humbie,East Lothian,55.8551,-2.8648,2004,1/10,332.0,8.85
Atlanta,Lockerbie,Dumfries and Galloway,55.1222,-3.349,2004,1/10,327.0,10.97
Atlanta,Rhynd,Perth and Kinross,56.3653,-3.3657,2004,1/10,,12.84
Atlanta,Little Staughton,Bedfordshire,52.2504,-0.3821,2004,1/10,,9.59
Atlanta,Up Somborne,Hampshire,51.0884,-1.4321,2004,1/10,,10.43
Atlanta,Bramham,West Yorkshire,53.8785,-1.3504,2004,1/10,327.0,8.99
Atlanta,Eyton upon the Weald Moors,Shropshire,52.73,-2.5191,2004,1/10,300.0,13.42
Atlanta,Laurencekirk,Aberdeenshire,56.8313,-2.4725,2004,1/10,340.0,9.25
Atlanta,Whitsome,Scottish Borders,55.7484,-2.217,2004,1/10,,11.26
Atlanta,Caythorpe,Lincolnshire,53.0216,-0.6046,2004,1/10,288.0,8.11
Atlanta,Hemingby,Lincolnshire,53.2535,-0.1494,2004,1/10,,8.69
Atlanta,Wye,Kent,51.1819,0.9379,2004,1/10,,11.98
Atlanta,Girton,Cambridgeshire,52.241,0.0814,2004,1/10,,7.7
Atlanta,Duggleby,North Yorkshire,54.0928,-0.6573,2004,1/10,,9.03
Atlanta,Ragnal,Nottinghamshire,53.2556,-0.7963,2004,1/10,,10.32
Atlanta,Spalding,Lincolnshire,52.7901,-0.1537,2004,1/10,,11.59
Atlanta,Barnston,Essex,51.8533,0.3865,2004,1/10,320.0,10.31
Atlanta,Wolferton,Norfolk,52.8279,0.456,2004,1/10,302.0,9.83
Atlanta,Framlingham,Suffolk,52.2221,1.3421,2004,1/10,,9.95
Atlanta,Kingsbridge,Devon,50.2839,-3.7775,2004,1/10,,11.25
Atlanta,Bowsden,Northumberland,55.6729,-2.0135,2004,1/10,326.0,10.23
Atlanta,Morley St Botolph,Norfolk,52.5547,1.0396,2004,1/10,,12.77
Atlanta,Frisby on the Wreake,Leicestershire,52.7525,-0.9713,2004,1/10,297.0,8.83
Atlanta,Coniston,E Riding of Yorkshire,54.3432,-3.0716,2004,1/10,311.0,10.99
Atlanta,Little Saxham,Suffolk,52.2421,0.6353,2004,1/10,,10.85
Bantam,Framling,Sufflk,52.2221,1.3421,2008,2/10,,13.24
Bantam,Bowsdn,Nrthum,55.6729,-2.0135,2008,1/10,313.0,9.71
Bantam,Beausale,Warwick,52.3342,-1.6477,2008,13/10,,9.18
Bantam,Bugthorpe,Nyorks,54.0116,-0.8236,2008,1/10,310.0,10.33
Bantam,Binbrook,NLincs,53.429,-0.1807,2008,1/10,323.0,11.67
Bantam,Lymm,Ches,53.3817,-2.48,2008,1/10,,10.49
Bantam,Humbie,Eloth,55.8551,-2.8648,2008,2/10,337.0,12.5
Bantam,Middridge,Darltn,54.6309,-1.6145,2008,1/10,,9.92
Bantam,Thwing,EYorks,54.1158,-0.3903,2008,1/10,,9.91
Bantam,Holbeach,Lincs,52.804,0.0134,2008,14/10,,11.65
Bantam,Winchr,Hants,51.0598,-1.3101,2008,3/10,,11.39
Bantam,Didbrook,Gloucs,51.982,-1.9244,2008,3/10,,12.6
Bantam,Limavad,Lderry,55.0455,-6.9337,2008,1/10,,11.07
Bantam,Attlebro,Norfk,52.5181,1.0155,2008,1/10,,13.22
Bantam,Dyce,Aberdn,57.2035,-2.1902,2008,9/10,340.0,12.39
Bantam,Wolfertn,Norfk,52.8279,0.456,2008,9/10,302.0,14.08
Bantam,Perth,Prth&K,56.395,-3.4308,2008,1/10,,10.94
Bantam,Frisby,Leics,52.7525,-0.9713,2008,1/10,,13.48
Bantam,Baumber,Lincs,53.2523,-0.1713,2008,21/10,,12.24
Bantam,BuryStE,Sufflk,52.2429,0.7105,2008,1/10,292.0,9.44
Bantam,Laurnkrk,Aberdn,56.8313,-2.4725,2008,16/10,331.0,9.43
Bantam,Ottham,Eyorks,53.7998,-0.6401,2008,1/10,,12.07
Bantam,DownP,Down,54.3288,-5.7157,2008,1/10,,10.87
Bantam,WCharlt,Devon,50.2697,-3.7556,2008,2/10,,7.98
Bantam,Welbourn,Lincs,53.0754,-0.5588,2008,29/9,321.0,12.43
Bantam,Hythe,Kent,51.0717,1.0819,2008,27/9,308.0,13.29
Battalion,Lillesdn,Somset,51.0091,-2.9924,2009,4/11,,4.8
Battalion,TRawstn,Dorset,50.8575,-2.0897,2006,1/10,278.33,9.64
Battalion,TRawstn,Dorset,50.8575,-2.0897,2007,1/10,,7.89
Battalion,Lockbie,Dumfrs,55.1222,-3.349,2006,1/10,311.67,10.36
Battalion,Laurnkrk,Aberdn,56.8313,-2.4725,2009,16/10,345.0,9.23
Battalion,Ragnall,Notts,53.2556,-0.7963,2006,1/10,301.67,9.65
Battalion,Spalding,Lincs,52.7901,-0.1537,2006,1/10,298.0,10.77
Battalion,Framling,Sufflk,52.2221,1.3421,2006,1/10,300.33,11.71
Battalion,Framling,Sufflk,52.2221,1.3421,2008,2/10,,12.29
Battalion,Wolfertn,Norfk,52.8279,0.456,2009,9/10,,12.91
Battalion,BuryStE,Sufflk,52.2429,0.7105,2008,1/10,293.0,9.78
Battalion,Attlebro,Norfk,52.5181,1.0155,2008,1/10,,11.92
Battalion,Framling,Sufflk,52.2221,1.3421,2009,2/10,294.0,12.77
Battalion,Welbourn,Lincs,53.0754,-0.5588,2008,29/9,322.0,12.11
Battalion,Attlebro,Norfk,52.5181,1.0155,2006,1/10,,7.63
Battalion,Limavady,Lderry,55.0455,-6.9337,2006,1/10,320.33,10.97
Battalion,Humbie,ELoth,55.8551,-2.8648,2006,1/10,317.0,11.84
Battalion,Limavad,Lderry,55.0455,-6.9337,2008,1/10,,9.94
Battalion,WCharlt,Devon,50.2697,-3.7556,2006,1/10,303.0,9.98
Battalion,Winchr,Hants,51.0598,-1.3101,2009,3/10,292.0,
Battalion,Winchr,Hants,51.0598,-1.3101,2008,3/10,,11.24
Battalion,Didbrook,Gloucs,51.982,-1.9244,2008,3/10,,11.51
Battalion,Didbrook,Gloucs,51.982,-1.9244,2009,3/10,,9.18
Battalion,WCharlt,Devon,50.2697,-3.7556,2008,2/10,,8.71
Battalion,Holbeach,Lincs,52.804,0.0134,2009,14/10,282.0,13.43
Battalion,LStaugh,Beds,52.2504,-0.3821,2006,1/10,,12.1
Battalion,Ottham,Eyorks,53.7998,-0.6401,2008,1/10,,12.44
Battalion,DownP,Down,54.3288,-5.7157,2008,1/10,,9.05
Battalion,Frisby,Leics,52.7525,-0.9713,2006,1/10,294.33,10.79
Battalion,WNewton,EYorks,53.8229,-0.1805,2010,17/10,,7.76
Battalion,Humbie,Eloth,55.8551,-2.8648,2010,5/10,332.0,12.67
Battalion,Bowsdn,Nrthum,55.6729,-2.0135,2008,1/10,315.0,10.23
Battalion,Frisby,Leics,52.7525,-0.9713,2008,1/10,,12.91
Battalion,Bowsden,Nrthum,55.6729,-2.0135,2006,1/10,315.67,10.53
Battalion,Morley,Nofk,52.5547,1.0396,2006,1/10,288.0,9.61
Battalion,InceBld,Mersey,53.5239,-3.0258,2006,1/10,,10.91
Battalion,Rhynd,Prth&K,56.3653,-3.3657,2006,1/10,316.67,11.72
Battalion,Crawly,Hants,51.1105,-1.3898,2010,3/10,296.0,10.46
Battalion,Bugthorpe,Nyorks,54.0116,-0.8236,2008,1/10,310.0,9.27
Battalion,Rudston,EYorks,54.0895,-0.3231,2009,10/10,302.0,9.61
Battalion,Todngton,Gloucs,51.9485,-0.5324,2006,1/10,,10.22
Battalion,Humbie,Eloth,55.8551,-2.8648,2008,2/10,336.0,11.27
Battalion,Wolfertn,Norfk,52.8279,0.456,2008,9/10,299.0,13.17
Battalion,Edgmond,Shrops,52.77,-2.4104,2010,8/10,,14.59
Battalion,Quham,Norfk,52.4453,0.984,2007,1/10,,9.08
Battalion,Rudston,EYorks,54.0895,-0.3231,2007,1/10,312.0,7.45
Battalion,Wolfertn,Norfk,52.8279,0.456,2006,1/10,289.0,11.14
Battalion,Middridge,Darltn,54.6309,-1.6145,2008,1/10,,8.77
Battalion,Thwing,EYorks,54.1158,-0.3903,2008,1/10,,9.61
Battalion,Ulceby,NLincs,53.618,-0.3306,2009,9/10,291.0,9.43
Battalion,Rudston,EYorks,54.0895,-0.3231,2006,1/10,,10.85
Battalion,Telford,Shrops,52.6784,-2.4453,2006,1/10,304.0,10.55
Battalion,Telford,Shrops,52.6784,-2.4453,2007,1/10,,9.82
